,8,419.5,47295.5,Lakewoodcity,1,0.19,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1.1,0.37,0.72,0.34.1,0.6,0.29.1,0.15,0.43,0.39,0.4,0.39.1,0.32.1,0.27,0.27.1,0.36,0.41,0.08,0.19.1,0.1,0.18,0.48,0.27.2,0.68,0.23,0.41.1,0.25,0.52,0.68.1,0.4.1,0.75,0.75.1,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27.3,0.37.1,0.39.2,0.07,0.07.1,0.08.1,0.08.2,0.89,0.06,0.14.1,0.13,0.33.1,0.39.3,0.28,0.55.1,0.09,0.51,0.5,0.21,0.71,0.52.1,0.05,0.26,0.65,0.14.2,0.06.1,0.22,0.19.2,0.18.1,0.36.1,0.35.1,0.38,0.34.2,0.38.1,0.46,0.25.1,0.04.1,0,0.12.1,0.42,0.5.1,0.51.1,0.64,0.03.1,0.13.1,0.96,0.17.1,0.06.2,0.18.2,0.44,0.13.2,0.94,0.93,0.03.2,0.07.2,0.1.1,0.07.3,0.02.1,0.57,0.29.2,0.12.2,0.26.1,0.2.1,0.06.3,0.04.2,0.9.1,0.5.2,0.32.2,0.14.3,0.2.2
1443,35,419.5,47295.5,Hobbscity,8,0.03,0.54,0.15,0.68,0.03,0.56,0.49,0.49,0.29,0.33,0.0,0.0,0.18,0.49,0.47,0.35,0.46,0.45,0.32,0.18,0.17,0.2,0.2,0.15,0.32,0.15,0.17,0.06,0.66,0.55,0.59,0.2,0.49,0.34,0.1,0.27,0.45,0.33,0.51,0.27,0.56,0.56,0.62,0.59,0.58,0.59,0.61,0.08,0.0,0.02,0.27,0.01,0.19,0.2,0.34,0.43,0.08,0.07,0.12,0.14,0.56,0.24,0.39,0.38,0.58,0.56,0.59,0.58,0.41,0.49,0.5,0.11,0.27,0.59,0.48,0.84,0.52,0.95,0.36,0.04,0.05,0.07,0.12,0.17,0.18,0.16,0.42,0.2,0.26,0.01,0.0,0.18,0.34,0.51,0.68,0.52,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.13,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.54
1444,34,13.0,47500.0,Montclairtownship,8,0.04,0.41,0.6,0.47,0.14,0.06,0.31,0.41,0.25,0.46,0.06,1.0,0.67,0.64,0.26,0.65,0.49,0.15,0.44,0.76,0.82,1.0,0.4,0.25,0.67,0.39,0.57,0.02,0.15,0.14,0.2,0.81,0.32,0.62,0.24,0.72,0.16,0.84,0.4,0.55,0.49,0.47,0.48,0.6,0.63,0.81,0.54,0.71,0.68,0.02,0.33,0.03,0.33,0.42,0.47,0.47,0.26,0.29,0.29,0.27,0.82,0.05,0.3,0.26,0.41,0.6,0.22,0.55,0.09,0.5,0.5,0.03,0.88,0.46,0.28,0.55,0.0,0.06,0.16,0.69,0.74,0.81,0.65,0.67,0.83,0.68,0.51,0.57,1.0,0.01,0.01,0.33,0.44,0.64,0.68,0.63,0.01,0.25,0.98,0.32,0.01,0.17,0.23,0.25,0.67,0.69,0.49,0.0,0.0,0.34,0.01,0.21,0.37,0.02,0.5,1.0,0.0,0.01,0.91,0.0,0.42,0.15,0.21
1446,41,419.5,47295.5,Corvalliscity,8,0.06,0.45,0.02,0.84,0.49,0.05,0.89,0.94,0.98,0.27,0.0,0.0,0.19,0.63,0.5,0.65,0.31,0.17,0.38,0.3,0.23,0.24,0.13,0.14,0.18,0.2,0.22,0.07,0.55,0.08,0.11,0.8,0.33,0.35,0.27,0.97,0.21,0.63,0.25,0.94,0.38,0.33,0.35,0.67,0.72,0.73,0.6,0.35,0.48,0.01,0.1,0.03,1.0,0.99,0.95,0.87,0.75,0.62,0.54,0.45,0.81,0.11,0.13,0.11,0.29,0.41,0.26,0.32,0.16,0.6,0.0,0.03,0.9,0.29,0.2,0.13,0.58,0.15,0.34,0.14,0.13,0.14,0.26,0.26,0.28,0.24,0.77,0.42,0.29,0.01,0.01,0.3,0.33,0.17,0.1,0.27,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.29,0.09,3.0,3.0,3.0,3.0,0.0,3.0,0.09
1447,55,133.0,51000.0,MenomoneeFallsvillage,8,0.03,0.48,0.01,0.99,0.03,0.01,0.31,0.39,0.23,0.36,0.04,1.0,0.51,0.71,0.31,0.81,0.42,0.09,0.53,0.48,0.41,0.39,0.22,0.52,0.26,0.52,0.45,0.01,0.06,0.23,0.24,0.31,0.15,0.68,0.63,0.34,0.39,0.41,0.22,0.31,0.23,0.23,0.47,0.86,0.87,0.86,0.71,0.75,0.75,0.0,0.04,0.0,0.04,0.05,0.08,0.09,0.01,0.01,0.01,0.01,0.95,0.02,0.15,0.17,0.52,0.58,0.23,0.83,0.04,0.24,0.5,0.01,0.94,0.78,0.1,0.3,0.48,0.01,0.08,0.21,0.18,0.15,0.41,0.39,0.42,0.39,0.38,0.36,0.47,0.0,0.0,0.07,0.88,0.76,0.62,0.87,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.09,0.07,0.04,3.0,3.0,3.0,3.0,0.0,3.0,0.04
1449,1,419.5,47295.5,Mobilecity,8,0.3,0.41,0.76,0.38,0.06,0.02,0.46,0.51,0.35,0.44,0.31,1.0,0.18,0.46,0.16,0.33,0.53,0.4,0.47,0.21,0.25,0.37,0.17,0.17,0.18,0.25,0.37,0.39,0.59,0.31,0.43,0.34,0.61,0.36,0.27,0.57,0.36,0.45,0.59,0.48,0.65,0.66,0.51,0.36,0.35,0.37,0.31,0.55,0.51,0.29,0.62,0.03,0.56,0.56,0.57,0.55,0.08,0.07,0.07,0.06,0.94,0.04,0.29,0.25,0.42,0.46,0.39,0.5,0.18,0.46,0.5,0.39,0.64,0.49,0.52,0.56,0.5,0.38,0.25,0.08,0.09,0.11,0.1,0.15,0.16,0.17,0.5,0.31,0.4,0.12,0.04,0.06,0.74,0.58,0.8,0.69,0.07,0.16,0.93,0.18,0.06,0.12,0.24,0.16,0.55,0.68,0.5,0.0,0.0,0.35,0.07,0.86,1.0,0.34,0.14,0.09,0.24,0.03,0.64,1.0,0.51,0.06,0.44
1450,22,419.5,47295.5,Houmacity,8,0.03,0.55,0.49,0.56,0.05,0.02,0.44,0.48,0.3,0.38,0.05,1.0,0.13,0.35,0.19,0.31,0.54,0.63,0.42,0.15,0.16,0.22,0.11,0.06,0.18,0.12,0.3,0.07,0.7,0.66,0.66,0.19,0.55,0.23,0.1,0.49,0.47,0.34,0.54,0.39,0.53,0.56,0.63,0.49,0.44,0.37,0.46,0.19,0.08,0.04,0.46,0.0,0.0,0.06,0.11,0.33,0.0,0.0,0.0,0.01,0.77,0.07,0.43,0.41,0.58,0.57,0.58,0.57,0.33,0.47,0.5,0.04,0.72,0.57,0.51,0.78,0.48,0.52,0.37,0.08,0.08,0.09,0.07,0.12,0.14,0.16,0.62,0.43,0.4,0.03,0.0,0.02,0.93,0.66,0.93,0.92,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.19,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.6
1451,12,419.5,47295.5,Oviedocity,8,0.0,0.58,0.24,0.76,0.1,0.13,0.35,0.53,0.22,0.12,0.02,1.0,0.47,0.88,0.12,0.48,0.18,0.06,0.27,0.43,0.31,0.33,0.22,0.0,0.26,0.35,0.33,0.01,0.2,0.08,0.14,0.56,0.18,0.77,0.38,0.42,0.22,0.58,0.34,0.25,0.4,0.39,0.56,0.78,0.76,0.88,0.8,0.68,0.55,0.0,0.25,0.0,0.42,0.41,0.52,0.58,0.12,0.1,0.12,0.12,0.85,0.04,0.18,0.2,0.64,0.62,0.59,0.79,0.13,0.17,0.5,0.02,0.59,0.79,0.07,0.23,1.0,0.19,0.3,0.23,0.2,0.19,0.39,0.44,0.47,0.47,0.6,0.61,0.28,0.0,0.0,0.12,0.28,0.01,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.07,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.34
1452,18,419.5,47295.5,TerreHautecity,8,0.08,0.45,0.18,0.83,0.07,0.02,0.63,0.63,0.59,0.54,0.09,1.0,0.12,0.34,0.18,0.39,0.67,0.46,0.59,0.16,0.18,0.17,0.16,0.09,0.56,1.0,0.76,0.09,0.54,0.3,0.48,0.24,0.55,0.24,0.36,0.57,0.48,0.35,0.69,0.62,0.61,0.67,0.39,0.45,0.48,0.44,0.47,0.53,0.53,0.03,0.23,0.01,0.75,0.7,0.66,0.73,0.13,0.11,0.09,0.09,0.93,0.05,0.19,0.15,0.3,0.32,0.3,0.55,0.1,0.71,0.0,0.14,0.55,0.54,0.34,0.62,0.0,0.62,0.36,0.02,0.02,0.02,0.1,0.13,0.12,0.11,0.55,0.16,0.39,0.04,0.0,0.07,0.77,0.49,0.61,0.67,0.01,0.18,0.98,0.22,0.02,0.14,0.25,0.18,0.79,0.97,0.04,0.0,0.0,0.03,0.03,0.43,0.09,0.08,0.17,0.07,0.05,0.0,0.84,0.0,0.7,0.05,0.13
1453,25,17.0,2130.0,Ashlandtown,8,0.0,0.42,0.04,0.93,0.13,0.03,0.25,0.42,0.23,0.3,0.02,0.86,0.65,0.82,0.33,0.65,0.3,0.18,0.35,0.63,0.58,0.55,0.69,0.37,0.67,0.25,0.52,0.0,0.03,0.11,0.16,0.59,0.3,0.78,0.42,0.43,0.23,0.68,0.42,0.43,0.5,0.48,0.44,0.78,0.79,0.92,0.78,0.57,0.61,0.0,0.12,0.01,0.15,0.25,0.25,0.26,0.07,0.1,0.09,0.09,0.87,0.08,0.14,0.14,0.45,0.49,0.31,0.74,0.04,0.44,0.5,0.01,0.84,0.7,0.11,0.2,0.65,0.04,0.11,0.46,0.42,0.41,0.53,0.61,0.69,0.65,0.26,0.64,0.86,0.0,0.0,0.2,0.69,0.6,0.72,0.7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.08,0.18,3.0,3.0,3.0,3.0,0.0,3.0,0.15
1454,8,419.5,47295.5,Arvadacity,8,0.13,0.48,0.01,0.92,0.12,0.14,0.43,0.45,0.27,0.22,0.14,1.0,0.45,0.76,0.37,0.57,0.26,0.13,0.39,0.44,0.36,0.35,0.31,0.24,0.26,0.38,0.43,0.05,0.15,0.1,0.18,0.4,0.3,0.73,0.36,0.35,0.31,0.47,0.51,0.32,0.56,0.56,0.49,0.69,0.72,0.71,0.66,0.66,0.74,0.02,0.13,0.02,0.43,0.37,0.39,0.44,0.1,0.08,0.07,0.08,0.89,0.06,0.19,0.19,0.52,0.55,0.41,0.71,0.07,0.3,0.5,0.09,0.81,0.68,0.6,0.37,0.69,0.09,0.12,0.22,0.19,0.17,0.35,0.34,0.43,0.33,0.47,0.5,0.26,0.01,0.0,0.1,0.49,0.57,0.61,0.72,0.01,0.1,0.98,0.14,0.07,0.29,0.9,0.1,0.93,0.93,0.0,0.07,0.0,0.05,0.03,0.64,0.18,0.06,0.34,0.17,0.05,0.02,0.98,1.0,0.63,0.09,0.11
1455,6,419.5,47295.5,Corcorancity,8,0.01,1.0,0.33,0.02,0.03,0.96,0.38,0.84,0.5,0.12,0.0,0.0,0.16,0.48,0.39,0.18,0.4,1.0,0.34,0.13,0.1,0.22,0.15,0.15,0.33,0.2,0.21,0.02,0.64,0.64,0.75,0.06,0.86,0.0,0.15,0.3,0.61,0.21,0.3,1.0,0.52,0.34,0.88,0.52,0.49,0.35,0.56,0.32,0.19,0.02,0.75,0.01,0.34,0.41,0.36,0.43,0.38,0.4,0.32,0.36,0.23,0.51,0.81,0.83,0.84,0.78,0.88,0.42,0.85,0.58,0.0,0.01,0.74,0.46,0.13,0.6,0.63,0.94,0.13,0.11,0.1,0.09,0.14,0.21,0.25,0.23,0.48,0.49,0.33,0.0,0.0,0.48,0.56,0.37,0.2,0.77,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.2,0.02,3.0,3.0,3.0,3.0,0.0,3.0,0.32
1457,25,21.0,72495.0,Walpoletown,8,0.02,0.61,0.03,0.96,0.04,0.03,0.32,0.43,0.27,0.36,0.03,0.99,0.65,0.74,0.2,0.68,0.47,0.16,0.53,0.64,0.51,0.51,0.15,0.1,0.51,0.05,0.25,0.0,0.05,0.1,0.17,0.51,0.27,0.63,0.36,0.5,0.22,0.59,0.23,0.51,0.22,0.23,0.6,0.86,0.89,0.89,0.86,0.65,0.64,0.0,0.05,0.01,0.09,0.17,0.21,0.23,0.03,0.05,0.06,0.06,0.9,0.06,0.23,0.25,0.62,0.66,0.3,0.85,0.02,0.28,0.5,0.01,0.89,0.81,0.12,0.43,0.42,0.02,0.06,0.52,0.49,0.49,0.5,0.6,0.68,0.62,0.31,0.6,0.47,0.0,0.0,0.15,0.82,0.8,0.76,0.86,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.06,0.08,0.39,3.0,3.0,3.0,3.0,0.0,3.0,0.12
1459,9,5.0,80490.0,Watertowntown,8,0.02,0.53,0.01,0.98,0.05,0.02,0.39,0.42,0.29,0.44,0.03,0.86,0.56,0.66,0.33,0.61,0.51,0.16,0.56,0.54,0.43,0.42,0.34,0.12,0.4,0.82,0.57,0.0,0.07,0.34,0.4,0.31,0.3,0.65,0.68,0.49,0.43,0.46,0.3,0.38,0.3,0.31,0.55,0.8,0.81,0.78,0.76,0.45,0.66,0.0,0.06,0.01,0.14,0.14,0.13,0.13,0.09,0.08,0.07,0.06,0.77,0.1,0.21,0.22,0.57,0.63,0.31,0.81,0.05,0.33,0.5,0.01,0.88,0.76,0.26,0.54,0.4,0.05,0.3,0.41,0.39,0.38,0.36,0.45,0.51,0.46,0.37,0.49,0.46,0.0,0.0,0.26,0.74,0.76,0.68,0.87,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.08,0.06,0.04,3.0,3.0,3.0,3.0,0.0,3.0,0.08
1460,49,419.5,47295.5,PleasantGrovecity,8,0.01,1.0,0.0,0.98,0.03,0.04,0.69,0.56,0.31,0.2,0.02,1.0,0.33,0.7,0.65,0.42,0.41,0.3,0.51,0.28,0.12,0.11,0.0,0.15,0.24,0.24,0.28,0.01,0.21,0.05,0.22,0.32,0.33,0.54,0.45,0.56,0.5,0.39,0.23,0.33,0.2,0.22,1.0,0.9,0.91,0.89,0.82,0.36,0.39,0.0,0.05,0.0,0.45,0.48,0.44,0.47,0.04,0.04,0.03,0.03,0.94,0.04,1.0,1.0,1.0,1.0,0.92,0.79,0.33,0.24,0.5,0.0,0.94,0.77,0.82,0.62,0.67,0.2,0.3,0.13,0.12,0.11,0.22,0.2,0.24,0.23,0.37,0.54,0.25,0.0,0.0,0.04,0.82,0.69,0.8,0.77,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.16,0.09,3.0,3.0,3.0,3.0,0.0,3.0,0.04
1461,13,419.5,47295.5,PeachtreeCitycity,8,0.01,0.65,0.08,0.89,0.2,0.04,0.48,0.36,0.2,0.18,0.0,0.0,0.69,0.8,0.28,0.66,0.23,0.03,0.4,0.62,0.48,0.47,0.29,0.0,0.43,0.74,0.47,0.0,0.04,0.07,0.07,0.62,0.23,0.6,0.33,0.23,0.12,0.63,0.16,0.19,0.26,0.22,0.62,0.89,0.92,0.92,0.74,0.19,0.31,0.0,0.08,0.01,0.96,0.91,0.8,0.74,0.31,0.26,0.21,0.17,0.9,0.05,0.17,0.2,0.71,0.71,0.57,0.83,0.04,0.12,0.5,0.02,0.81,0.81,0.0,0.28,0.94,0.02,0.08,0.27,0.28,0.28,0.51,0.55,0.63,0.62,0.43,0.56,0.35,0.0,0.0,0.13,0.22,0.2,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.07,0.07,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.0
1462,9,3.0,2060.0,Avontown,8,0.01,0.41,0.02,0.96,0.09,0.01,0.29,0.27,0.18,0.42,0.01,0.58,0.91,0.71,0.33,0.91,0.38,0.05,0.46,0.96,1.0,0.98,0.72,0.0,0.66,0.32,0.31,0.0,0.02,0.1,0.1,0.86,0.06,0.62,0.26,0.55,0.08,0.87,0.24,0.27,0.22,0.23,0.39,0.96,0.98,0.94,0.87,0.3,0.3,0.0,0.01,0.01,0.24,0.37,0.4,0.43,0.1,0.13,0.13,0.13,0.89,0.04,0.09,0.11,0.44,0.47,0.2,0.87,0.01,0.31,0.5,0.02,0.77,0.83,0.0,0.44,0.71,0.03,0.06,0.61,0.68,0.79,0.83,0.78,0.95,0.83,0.52,0.6,0.46,0.0,0.0,0.17,0.43,0.57,0.63,0.45,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.07,0.05,0.08,3.0,3.0,3.0,3.0,0.0,3.0,0.02
1464,2,419.5,47295.5,Anchoragecity,8,0.35,0.48,0.13,0.71,0.3,0.07,0.41,0.54,0.32,0.08,0.35,0.98,0.53,0.86,0.39,0.89,0.1,0.3,0.32,0.53,0.5,0.53,0.36,0.19,0.31,0.43,0.47,0.14,0.18,0.09,0.14,0.43,0.4,0.75,0.04,0.42,0.22,0.52,0.71,0.45,0.7,0.72,0.54,0.63,0.66,0.65,0.66,0.48,0.53,0.1,0.27,0.09,0.38,0.45,0.53,0.54,0.16,0.16,0.17,0.16,0.84,0.09,0.27,0.24,0.5,0.55,0.47,0.43,0.22,0.52,0.5,0.61,0.49,0.42,0.45,0.54,0.77,0.2,0.32,0.24,0.25,0.26,0.47,0.49,0.62,0.46,0.4,0.54,0.18,0.18,0.08,0.17,0.2,0.3,0.46,0.28,0.05,0.08,0.94,0.11,0.05,0.08,0.26,0.08,0.77,0.83,0.11,0.05,0.49,0.15,0.06,0.71,0.0,1.0,0.01,0.14,0.32,0.09,0.88,1.0,0.62,0.16,0.36
1465,25,13.0,77850.0,WestSpringfieldtown,8,0.03,0.31,0.03,0.94,0.07,0.05,0.31,0.44,0.27,0.5,0.04,1.0,0.34,0.53,0.17,0.5,0.52,0.32,0.66,0.38,0.37,0.36,0.36,0.21,0.31,0.29,0.35,0.02,0.21,0.22,0.36,0.3,0.3,0.54,0.43,0.4,0.39,0.39,0.58,0.47,0.5,0.56,0.39,0.57,0.62,0.58,0.62,0.45,0.52,0.01,0.19,0.01,0.3,0.29,0.38,0.35,0.11,0.1,0.12,0.1,0.84,0.08,0.13,0.11,0.32,0.46,0.18,0.56,0.07,0.58,0.0,0.03,0.81,0.49,0.11,0.38,0.33,0.13,0.09,0.32,0.31,0.31,0.4,0.41,0.44,0.37,0.42,0.41,0.42,0.0,0.0,0.16,0.79,0.65,0.88,0.81,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05,0.14,0.11,3.0,3.0,3.0,3.0,0.0,3.0,0.25
1466,34,27.0,48300.0,Morristowntown,8,0.01,0.31,0.45,0.55,0.15,0.25,0.2,0.51,0.27,0.46,0.03,1.0,0.51,0.66,0.22,0.62,0.45,0.2,0.34,0.53,0.58,0.67,0.35,0.31,0.66,0.33,0.39,0.01,0.18,0.3,0.36,0.52,0.29,0.63,0.32,0.51,0.23,0.56,0.59,0.75,0.61,0.63,0.41,0.41,0.41,0.64,0.48,0.57,0.6,0.01,0.49,0.02,0.63,0.8,0.74,0.74,0.87,0.97,0.8,0.74,0.62,0.41,0.41,0.28,0.28,0.43,0.25,0.25,0.24,0.7,0.0,0.02,0.82,0.21,0.22,0.38,0.25,0.13,0.0,0.55,0.54,0.51,0.52,0.57,0.7,0.55,0.35,0.53,0.58,0.04,0.0,0.58,0.48,0.46,0.52,0.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.46,0.33,3.0,3.0,3.0,3.0,0.0,3.0,0.33
1467,27,131.0,46924.0,Northfieldcity,8,0.01,0.92,0.01,0.95,0.13,0.02,1.0,1.0,1.0,0.25,0.0,0.0,0.31,0.58,0.68,0.63,0.47,0.15,0.31,0.38,0.2,0.19,0.27,0.05,0.13,0.15,0.19,0.01,0.28,0.26,0.25,0.58,0.13,0.57,0.24,1.0,0.33,0.48,0.14,0.99,0.18,0.17,0.48,0.71,0.76,0.81,0.65,0.78,0.87,0.01,0.25,0.0,0.52,0.56,0.56,0.68,0.1,0.1,0.09,0.1,0.92,0.03,0.16,0.14,0.39,0.53,0.18,0.64,0.08,0.53,0.5,0.01,0.85,0.56,0.04,0.12,0.67,0.13,0.08,0.18,0.17,0.15,0.25,0.3,0.34,0.27,0.62,0.47,0.18,0.0,0.0,0.08,0.59,0.25,0.1,0.3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.21,0.04,3.0,3.0,3.0,3.0,0.0,3.0,0.04
1469,48,419.5,47295.5,SanJuancity,8,0.0,1.0,0.0,0.67,0.0,1.0,0.71,0.63,0.44,0.33,0.02,1.0,0.04,0.48,0.83,0.08,0.49,0.99,0.11,0.02,0.03,0.03,0.23,0.0,0.0,0.13,0.2,0.04,1.0,1.0,1.0,0.1,0.93,0.17,0.21,0.53,0.54,0.23,0.12,0.47,0.37,0.28,1.0,0.62,0.56,0.66,0.53,0.33,0.17,0.01,0.17,0.02,0.27,0.37,0.39,0.46,0.49,0.59,0.58,0.62,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66,1.0,0.58,0.0,0.02,0.5,0.67,0.71,0.28,0.71,1.0,1.0,0.03,0.02,0.03,0.01,0.07,0.07,0.03,0.55,0.63,0.42,0.0,0.0,0.78,0.65,0.7,0.84,0.77,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.25,0.08,3.0,3.0,3.0,3.0,0.0,3.0,0.13
1470,18,419.5,47295.5,Greenwoodcity,8,0.03,0.35,0.0,0.98,0.06,0.01,0.37,0.51,0.31,0.35,0.04,1.0,0.35,0.67,0.3,0.46,0.4,0.1,0.39,0.38,0.38,0.37,0.0,0.15,0.35,0.43,0.35,0.01,0.15,0.19,0.28,0.29,0.1,0.71,0.37,0.31,0.27,0.41,0.57,0.26,0.59,0.61,0.4,0.69,0.72,0.74,0.66,0.58,0.66,0.0,0.07,0.0,0.71,0.68,0.68,0.61,0.12,0.1,0.09,0.08,0.95,0.04,0.11,0.1,0.37,0.51,0.2,0.57,0.05,0.55,0.0,0.04,0.72,0.49,0.03,0.24,0.73,0.21,0.18,0.15,0.14,0.15,0.33,0.31,0.35,0.31,0.37,0.29,0.19,0.0,0.0,0.07,0.72,0.43,0.35,0.66,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.03,0.2,0.03,3.0,3.0,3.0,3.0,0.0,3.0,0.01
1471,48,419.5,47295.5,Lamesacity,8,0.0,0.53,0.11,0.5,0.01,0.85,0.47,0.44,0.24,0.54,0.0,0.0,0.1,0.28,1.0,0.33,0.67,0.54,0.2,0.1,0.13,0.21,0.07,0.43,0.0,0.12,0.14,0.03,0.88,0.98,0.87,0.11,0.79,0.2,0.07,0.36,0.51,0.22,0.36,0.25,0.36,0.37,0.65,0.72,0.65,0.74,0.6,0.02,0.0,0.01,0.2,0.0,0.06,0.15,0.12,0.28,0.01,0.03,0.02,0.05,0.25,0.43,0.55,0.51,0.57,0.5,0.71,0.7,0.5,0.49,0.5,0.03,0.51,0.74,0.25,0.74,0.4,1.0,1.0,0.01,0.02,0.04,0.08,0.11,0.11,0.14,0.7,0.27,0.47,0.0,0.0,0.09,0.93,0.74,0.82,0.92,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.19,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.29
1472,39,419.5,47295.5,Salemcity,8,0.0,0.33,0.01,0.99,0.02,0.01,0.35,0.4,0.24,0.61,0.0,0.0,0.2,0.3,0.19,0.49,0.67,0.36,0.63,0.23,0.22,0.2,0.24,0.52,1.0,0.2,0.45,0.01,0.36,0.24,0.45,0.13,0.3,0.36,0.81,0.3,0.8,0.2,0.55,0.25,0.51,0.55,0.41,0.65,0.66,0.71,0.6,0.25,0.29,0.0,0.06,0.0,0.31,0.23,0.19,0.16,0.03,0.02,0.01,0.01,0.95,0.01,0.17,0.15,0.36,0.4,0.3,0.6,0.04,0.45,0.5,0.01,0.79,0.57,0.24,0.62,0.15,0.39,0.27,0.05,0.05,0.05,0.13,0.14,0.13,0.17,0.38,0.29,0.31,0.0,0.0,0.03,0.83,0.6,0.82,0.82,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01,0.22,0.01,3.0,3.0,3.0,3.0,0.0,3.0,0.02
1473,25,21.0,25065.0,Franklintown,8,0.02,0.61,0.01,0.98,0.06,0.01,0.5,0.54,0.39,0.23,0.03,0.78,0.64,0.74,0.09,0.61,0.32,0.18,0.42,0.6,0.45,0.43,0.44,0.46,0.37,0.26,0.81,0.0,0.05,0.12,0.19,0.49,0.3,0.65,0.4,0.45,0.28,0.56,0.22,0.47,0.24,0.24,0.59,0.85,0.87,0.94,0.77,0.45,0.52,0.0,0.05,0.0,0.32,0.3,0.39,0.36,0.08,0.06,0.08,0.06,0.93,0.04,0.23,0.24,0.6,0.68,0.32,0.78,0.04,0.34,0.5,0.01,0.88,0.72,0.08,0.37,0.56,0.01,0.12,0.46,0.42,0.39,0.38,0.46,0.59,0.46,0.4,0.61,0.56,0.0,0.0,0.1,0.75,0.59,0.55,0.64,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.08,0.07,0.29,3.0,3.0,3.0,3.0,0.0,3.0,0.03
